294.730,78.144,54.928,63.244,0.000,0.000,0.000,
386.125,87.921,96.105,63.248,3.000,0.000,0.000,
475.575,97.450,137.192,63.251,6.000,0.000,0.000,
563.234,106.994,177.978,63.440,9.000,0.000,0.000,
649.889,116.105,219.125,63.438,12.000,0.000,0.000,
735.057,125.331,260.257,63.567,15.000,0.000,0.000,
819.484,133.923,301.330,63.537,18.000,0.000,0.000,
903.048,141.984,342.059,63.259,21.000,0.000,0.000,
986.039,149.575,382.780,62.684,24.000,0.000,0.000,
1067.166,158.063,423.568,62.781,27.000,0.000,0.000,
291.198,169.560,54.736,104.304,0.000,3.000,0.000,
1146.061,166.898,464.524,63.147,30.000,0.000,0.000,
383.312,178.598,96.124,104.273,3.000,3.000,0.000,
1222.391,175.723,504.821,63.637,33.000,0.000,0.000,
472.721,187.396,137.058,104.266,6.000,3.000,0.000,
1299.086,184.192,545.371,63.894,36.000,0.000,0.000,
560.702,195.991,177.857,104.236,9.000,3.000,0.000,
1375.976,192.031,586.070,63.935,39.000,0.000,0.000,
1452.000,199.310,626.559,63.760,42.000,0.000,0.000,
647.730,204.799,219.279,104.350,12.000,3.000,0.000,
1526.258,207.211,667.085,63.966,45.000,0.000,0.000,
733.003,213.563,260.373,104.548,15.000,3.000,0.000,
1599.185,214.847,707.491,64.152,48.000,0.000,0.000,
817.462,221.615,301.394,104.498,18.000,3.000,0.000,
1672.332,222.289,748.243,64.157,51.000,0.000,0.000,
901.316,229.144,342.157,104.284,21.000,3.000,0.000,
984.603,236.368,382.999,103.942,24.000,3.000,0.000,
1065.693,243.938,423.695,103.839,27.000,3.000,0.000,
1144.843,252.197,464.603,104.180,30.000,3.000,0.000,
287.727,261.843,54.750,145.304,0.000,6.000,0.000,
1221.573,260.259,505.015,104.468,33.000,3.000,0.000,
380.321,270.192,96.089,145.234,3.000,6.000,0.000,
1298.571,268.017,545.619,104.652,36.000,3.000,0.000,
470.006,278.135,137.058,145.085,6.000,6.000,0.000,
1375.671,275.302,586.322,104.644,39.000,3.000,0.000,
1452.000,282.390,626.893,104.576,42.000,3.000,0.000,
558.432,286.114,177.984,145.135,9.000,6.000,0.000,
1526.503,289.423,667.417,104.591,45.000,3.000,0.000,
645.163,294.381,219.119,145.348,12.000,6.000,0.000,
1600.000,296.560,708.030,104.726,48.000,3.000,0.000,
730.871,302.325,260.576,145.422,15.000,6.000,0.000,
1672.385,303.942,748.320,104.946,51.000,3.000,0.000,
815.289,310.171,301.453,145.484,18.000,6.000,0.000,
899.313,317.131,342.175,145.268,21.000,6.000,0.000,
982.880,323.641,383.058,144.847,24.000,6.000,0.000,
1064.367,330.636,423.881,144.642,27.000,6.000,0.000,
1143.685,338.074,464.726,144.868,30.000,6.000,0.000,
1220.877,345.778,505.295,145.272,33.000,6.000,0.000,
284.227,354.265,54.803,186.485,0.000,9.000,0.000,
1298.142,353.088,545.910,145.504,36.000,6.000,0.000,
377.033,361.455,96.046,186.275,3.000,9.000,0.000,
1375.242,359.625,586.534,145.394,39.000,6.000,0.000,
467.091,368.936,137.044,186.234,6.000,9.000,0.000,
1451.731,365.955,627.106,145.211,42.000,6.000,0.000,
555.565,376.389,177.923,186.245,9.000,9.000,0.000,
1526.832,372.684,667.755,145.315,45.000,6.000,0.000,
1600.357,379.541,708.297,145.537,48.000,6.000,0.000,
642.835,383.735,219.329,186.254,12.000,9.000,0.000,
1672.842,385.946,748.668,145.525,51.000,6.000,0.000,
728.660,391.044,260.544,186.346,15.000,9.000,0.000,
813.355,398.195,301.558,186.395,18.000,9.000,0.000,
897.330,404.670,342.164,186.199,21.000,9.000,0.000,
981.458,410.871,383.232,185.929,24.000,9.000,0.000,
1063.137,417.026,424.064,185.672,27.000,9.000,0.000,
1142.562,424.084,464.872,185.955,30.000,9.000,0.000,
1220.319,431.159,505.606,186.285,33.000,9.000,0.000,
1297.617,437.776,546.108,186.387,36.000,9.000,0.000,
280.682,447.239,54.767,227.312,0.000,12.000,0.000,
1374.878,443.793,586.804,186.277,39.000,9.000,0.000,
373.902,453.914,96.067,227.122,3.000,12.000,0.000,
1451.629,449.694,627.514,186.172,42.000,9.000,0.000,
1527.038,455.566,668.194,186.046,45.000,9.000,0.000,
464.317,460.393,137.117,226.939,6.000,12.000,0.000,
1601.000,461.958,708.672,186.208,48.000,9.000,0.000,
552.869,467.280,177.971,227.024,9.000,12.000,0.000,
1673.437,468.219,749.043,186.454,51.000,9.000,0.000,
640.509,474.346,219.454,227.181,12.000,12.000,0.000,
726.386,480.835,260.687,227.163,15.000,12.000,0.000,
811.572,487.072,301.785,227.096,18.000,12.000,0.000,
895.651,492.943,342.363,226.851,21.000,12.000,0.000,
979.511,498.661,383.218,226.639,24.000,12.000,0.000,
1061.725,504.663,424.144,226.560,27.000,12.000,0.000,
1141.754,510.754,465.099,226.579,30.000,12.000,0.000,
1219.557,516.993,505.762,226.809,33.000,12.000,0.000,
1297.000,523.023,546.407,226.923,36.000,12.000,0.000,
1374.663,528.758,587.169,226.919,39.000,12.000,0.000,
1451.500,534.367,627.761,226.881,42.000,12.000,0.000,
277.163,541.149,54.709,268.847,0.000,15.000,0.000,
1527.353,539.737,668.555,226.763,45.000,12.000,0.000,
370.524,546.962,96.032,268.580,3.000,15.000,0.000,
1601.209,545.251,708.906,226.754,48.000,12.000,0.000,
461.281,552.801,137.066,268.356,6.000,15.000,0.000,
1674.135,551.075,749.471,226.989,51.000,12.000,0.000,
550.142,558.948,177.944,268.383,9.000,15.000,0.000,
637.905,565.157,219.306,268.457,12.000,15.000,0.000,
724.034,571.171,260.643,268.478,15.000,15.000,0.000,
809.541,576.604,301.777,268.303,18.000,15.000,0.000,
893.969,581.918,342.446,268.028,21.000,15.000,0.000,
977.923,587.096,383.337,267.713,24.000,15.000,0.000,
1060.245,592.403,424.255,267.634,27.000,15.000,0.000,
1140.570,597.977,465.179,267.687,30.000,15.000,0.000,
1218.869,603.704,505.928,267.956,33.000,15.000,0.000,
1296.377,609.141,546.577,268.032,36.000,15.000,0.000,
1374.017,614.007,587.312,267.869,39.000,15.000,0.000,
1451.380,618.851,628.126,267.700,42.000,15.000,0.000,
1527.367,624.145,668.820,267.697,45.000,15.000,0.000,
1601.791,629.185,709.353,267.692,48.000,15.000,0.000,
273.280,635.070,54.673,309.626,0.000,18.000,0.000,
1674.801,634.404,749.812,267.886,51.000,15.000,0.000,
367.071,639.947,95.966,309.300,3.000,18.000,0.000,
458.063,644.988,136.979,309.098,6.000,18.000,0.000,
547.500,650.121,178.010,308.929,9.000,18.000,0.000,
635.702,655.720,219.504,309.056,12.000,18.000,0.000,
722.090,661.028,260.892,309.084,15.000,18.000,0.000,
807.332,665.922,301.832,308.951,18.000,18.000,0.000,
891.918,670.735,342.466,308.805,21.000,18.000,0.000,
976.371,675.198,383.441,308.363,24.000,18.000,0.000,
1059.129,679.919,424.469,308.197,27.000,18.000,0.000,
1139.520,684.885,465.389,308.241,30.000,18.000,0.000,
1217.993,689.933,506.110,308.467,33.000,18.000,0.000,
1295.849,694.756,546.743,308.510,36.000,18.000,0.000,
1373.818,699.303,587.556,308.402,39.000,18.000,0.000,
1451.637,703.705,628.587,308.178,42.000,18.000,0.000,
1527.569,707.969,669.153,307.984,45.000,18.000,0.000,
1602.035,712.455,709.639,307.990,48.000,18.000,0.000,
1675.262,716.699,750.125,307.912,51.000,18.000,0.000,
269.155,728.920,54.518,350.741,0.000,21.000,0.000,
363.664,733.265,95.943,350.397,3.000,21.000,0.000,
455.207,737.796,137.042,350.228,6.000,21.000,0.000,
544.731,742.535,178.002,350.187,9.000,21.000,0.000,
633.027,746.985,219.474,350.019,12.000,21.000,0.000,
719.802,751.659,260.956,350.073,15.000,21.000,0.000,
805.252,756.162,301.936,349.987,18.000,21.000,0.000,
890.197,760.241,342.631,349.745,21.000,21.000,0.000,
974.801,764.227,383.561,349.451,24.000,21.000,0.000,
1057.698,768.212,424.564,349.168,27.000,21.000,0.000,
1138.477,772.454,465.560,349.133,30.000,21.000,0.000,
1217.298,776.626,506.403,349.103,33.000,21.000,0.000,
1295.413,780.967,546.980,349.200,36.000,21.000,0.000,
1373.503,784.963,587.775,349.054,39.000,21.000,0.000,
1451.648,788.946,628.853,348.918,42.000,21.000,0.000,
1528.000,792.928,669.561,348.812,45.000,21.000,0.000,
1602.483,796.622,709.962,348.702,48.000,21.000,0.000,
1675.507,800.606,750.350,348.681,51.000,21.000,0.000,
265.244,824.155,54.489,391.632,0.000,24.000,0.000,
360.248,827.723,95.964,391.249,3.000,24.000,0.000,
451.932,831.588,136.997,391.084,6.000,24.000,0.000,
541.671,835.314,177.884,390.943,9.000,24.000,0.000,
630.344,839.196,219.480,390.933,12.000,24.000,0.000,
717.343,843.159,260.914,390.939,15.000,24.000,0.000,
803.180,847.093,301.936,390.927,18.000,24.000,0.000,
888.165,850.488,342.701,390.633,21.000,24.000,0.000,
973.157,854.088,383.742,390.440,24.000,24.000,0.000,
1056.316,857.307,424.710,390.106,27.000,24.000,0.000,
1137.114,861.058,465.648,390.126,30.000,24.000,0.000,
1216.164,864.628,506.517,390.083,33.000,24.000,0.000,
1294.934,868.382,547.213,390.128,36.000,24.000,0.000,
1373.380,871.700,588.056,389.995,39.000,24.000,0.000,
1451.834,875.150,629.179,389.827,42.000,24.000,0.000,
1528.254,878.353,669.771,389.639,45.000,24.000,0.000,
1602.779,881.979,710.187,389.685,48.000,24.000,0.000,
1676.095,885.649,750.700,389.776,51.000,24.000,0.000,
261.437,919.589,54.538,432.849,0.000,27.000,0.000,
356.599,922.579,95.983,432.479,3.000,27.000,0.000,
448.628,925.580,136.886,432.233,6.000,27.000,0.000,
538.820,928.778,177.876,432.116,9.000,27.000,0.000,
627.628,932.009,219.432,432.060,12.000,27.000,0.000,
715.135,935.237,261.146,432.036,15.000,27.000,0.000,
800.984,938.127,302.050,431.802,18.000,27.000,0.000,
886.205,941.068,342.669,431.527,21.000,27.000,0.000,
971.473,943.839,383.741,431.231,24.000,27.000,0.000,
1054.968,946.987,424.825,431.120,27.000,27.000,0.000,
1135.826,949.872,465.646,430.986,30.000,27.000,0.000,
1215.542,952.917,506.680,430.936,33.000,27.000,0.000,
1294.474,956.073,547.438,430.988,36.000,27.000,0.000,
1373.150,958.940,588.274,430.757,39.000,27.000,0.000,
1451.835,961.461,629.391,430.304,42.000,27.000,0.000,
1528.572,964.521,670.041,430.272,45.000,27.000,0.000,
1603.663,967.483,710.609,430.237,48.000,27.000,0.000,
1676.777,970.336,750.947,430.199,51.000,27.000,0.000,
255.991,111.857,59.543,79.614,0.000,0.000,5.000,
345.213,121.094,99.800,79.639,3.000,0.000,5.000,
431.994,129.897,139.654,79.573,6.000,0.000,5.000,
517.237,138.744,179.318,79.669,9.000,0.000,5.000,
601.993,147.350,219.525,79.612,12.000,0.000,5.000,
685.007,155.970,259.234,79.693,15.000,0.000,5.000,
767.086,164.000,299.080,79.595,18.000,0.000,5.000,
848.606,171.517,338.656,79.210,21.000,0.000,5.000,
929.597,178.909,378.320,78.814,24.000,0.000,5.000,
1008.812,186.686,418.123,78.807,27.000,0.000,5.000,
1085.678,194.937,457.876,79.068,30.000,0.000,5.000,
252.558,200.355,59.418,119.469,0.000,3.000,5.000,
1160.544,203.288,497.224,79.432,33.000,0.000,5.000,
342.108,208.583,99.671,119.288,3.000,3.000,5.000,
1235.662,211.577,536.830,79.863,36.000,0.000,5.000,
429.382,217.142,139.636,119.326,6.000,3.000,5.000,
1310.696,218.703,576.391,79.681,39.000,0.000,5.000,
515.000,225.339,179.334,119.348,9.000,3.000,5.000,
1385.011,225.496,615.853,79.462,42.000,0.000,5.000,
599.600,233.452,219.511,119.398,12.000,3.000,5.000,
1457.743,232.978,655.437,79.528,45.000,0.000,5.000,
682.655,241.590,259.408,119.512,15.000,3.000,5.000,
1529.037,240.423,694.705,79.806,48.000,0.000,5.000,
765.190,249.341,299.264,119.511,18.000,3.000,5.000,
1600.364,247.312,734.173,79.691,51.000,0.000,5.000,
846.958,256.369,338.806,119.202,21.000,3.000,5.000,
928.026,262.924,378.517,118.702,24.000,3.000,5.000,
1007.327,270.152,418.239,118.605,27.000,3.000,5.000,
1084.548,277.955,458.035,118.833,30.000,3.000,5.000,
1159.664,285.853,497.478,119.297,33.000,3.000,5.000,
249.281,290.113,59.534,159.486,0.000,6.000,5.000,
1235.122,293.118,537.157,119.468,36.000,3.000,5.000,
339.118,297.525,99.699,159.207,3.000,6.000,5.000,
1310.136,299.853,576.593,119.350,39.000,3.000,5.000,
426.744,304.968,139.694,159.072,6.000,6.000,5.000,
1384.866,306.523,616.178,119.239,42.000,3.000,5.000,
512.397,312.727,179.373,159.133,9.000,6.000,5.000,
1458.047,313.331,655.821,119.257,45.000,3.000,5.000,
597.165,320.387,219.522,159.258,12.000,6.000,5.000,
1529.533,319.975,695.056,119.335,48.000,3.000,5.000,
680.588,327.912,259.574,159.310,15.000,6.000,5.000,
1600.367,326.574,734.286,119.338,51.000,3.000,5.000,
763.039,335.010,299.323,159.322,18.000,6.000,5.000,
845.023,341.578,338.900,159.008,21.000,6.000,5.000,
926.339,347.767,378.602,158.651,24.000,6.000,5.000,
1005.983,354.382,418.384,158.478,27.000,6.000,5.000,
1083.423,361.296,458.144,158.530,30.000,6.000,5.000,
1158.895,368.690,497.684,158.957,33.000,6.000,5.000,
1234.314,375.627,537.283,159.186,36.000,6.000,5.000,
245.708,379.641,59.514,199.480,0.000,9.000,5.000,
1309.755,381.591,576.834,158.889,39.000,6.000,5.000,
335.883,386.191,99.646,199.014,3.000,9.000,5.000,
1384.629,387.675,616.428,158.756,42.000,6.000,5.000,
423.511,392.855,139.538,198.754,6.000,9.000,5.000,
